source_excel_row,source_registry_offering_count,AANGEBODEN_OPLEIDINGCODE,OPLEIDINGSEENHEIDCODE,ERKENDEOPLEIDINGSCODE,VARIANT_VAN,SOORT,ONDERWIJSBESTUURID,ONDERWIJSBESTUUR_NAAM,ONDERWIJSAANBIEDERID,ONDERWIJSAANBIEDER_NAAM,NAAM_LANG,INTERNATIONALE_NAAM,EIGENNAAM,VORM,VOERTAAL,STUDIELAST,BEGINDATUM,EINDDATUM,AANGEBODEN_OPLEIDING_BEGINDATUM,AANGEBODEN_OPLEIDING_EINDDATUM,EERSTE_INSTROOMDATUM,LAATSTE_INSTROOMDATUM,WEBSITE,SAMENWERKEND_MET,BUITENLANDSEPARTNER,ONDERWIJSLOCATIECODE,ONDERWIJSLOCATIEPLAATS,raw_record_count,raw_csv_rows_json,raw_conflict_fields_json,raw_conflict_values_json
122,1,a58a6d57-e4fd-4c0c-9612-dc56d44c01cc,1001O5935,56604,,OPLEIDING,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,Psychologie,Psychology,B Psychologie,VOLTIJD,NLD,180,2002-09-01,,2024-09-01,,2024-09-01,,,,,111X680,Amsterdam,1,[3432],[],{}
123,1,83735250-73b2-43ed-99ee-d4d48ac78fab,1001O5730,50700,,OPLEIDING,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,Rechtsgeleerdheid,Law,B Rechtsgeleerdheid,VOLTIJD,NLD,180,2006-09-01,,2019-01-31,,2019-09-01,,,,,111X680,Amsterdam,1,[3415],[],{}
124,1,97aeff04-947f-4585-994c-13cfab50f7a4,1001O5723,50670,,OPLEIDING,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,"Science, Business & Innovation","Science, Business & Innovation","B Science, Business & Innovation",VOLTIJD,NLD,180,2010-05-26,,2023-06-29,,2023-09-01,,,,,111X680,Amsterdam,1,[3414],[],{}
125,1,0269979c-7ce8-424d-8703-8876ada217c9,1001O5925,56601,,OPLEIDING,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,Sociologie,Sociology,B Sociologie,VOLTIJD,NLD,180,2007-09-01,,2020-09-01,,2020-09-01,,,,,111X680,Amsterdam,1,[3431],[],{}
126,1,d7b53240-642a-47d8-afd7-5b3296c30f17,1001O5917,56560,,OPLEIDING,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,Tandheelkunde,Dentistry,B Tandheelkunde,VOLTIJD,NLD,180,2003-09-01,,2024-09-01,,2024-09-01,,,,,111X680,Amsterdam,1,[3430],[],{}
127,1,bfdac061-51c9-447a-bd1b-2c3a48dcb8a9,1001O5760,50910,,OPLEIDING,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,Theologie en Religiewetenschappen,,"B Theology and Religious Studies (deeltijd, Nederlands)",DEELTIJD,NLD,180,2020-09-01,,2021-01-11,,2021-09-01,,,,,111X680,Amsterdam,1,[3417],[],{}
128,1,ce9c0cb0-77b0-4c5b-a50e-7774287eb2d5,1001O5782,55002,,OPLEIDING,107B482,Het College van Bestuur van de Vrije Universiteit,113A697,Universiteit van Amsterdam,Liberal Arts and Sciences (joint degree),Liberal Arts and Sciences (joint degree),Liberal Arts and Sciences - joint degree UvA-VU,VOLTIJD,ENG,180,2011-10-06,,2019-07-15,,2019-07-15,,http://www.auc.nl/,111A136,,108X991,Amsterdam,1,[3578],[],{}
129,1,f03d1769-24ad-4555-bbc6-3f716281f9e8,1001O5622,50004,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Cultuurwetenschappen,Arts and Culture,BA Cultuurwetenschappen,VOLTIJD,ENG,180,2002-09-01,,1975-01-01,,2002-09-01,,https://www.maastrichtuniversity.nl/,,,113X685,Maastricht,1,[2546],[],{}
130,2,9e8eacc4-3955-4fc7-b13f-da424683833f,1001O5913,56553,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Gezondheidswetenschappen,Health Sciences,BA Gezondheidswetenschappen,VOLTIJD,ENG,180,2009-09-01,,2009-05-01,,2009-09-01,,https://www.maastrichtuniversity.nl/,,,,,1,[2625],[],{}
130,2,c2defc5b-8cf2-4001-8c96-df5ac508f306,1001O5913,56553,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Gezondheidswetenschappen,Health Sciences,BA Gezondheidswetenschappen,DEELTIJD,ENG,180,2009-09-01,,2009-05-01,,2009-09-01,,https://www.maastrichtuniversity.nl/,,,,,1,[2624],[],{}
131,1,5750ee70-382d-4f8c-b825-7882060bb199,1001O5622,50004,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Cultuurwetenschappen,Arts and Culture,Bachelor Arts and Culture,VOLTIJD,ENG,180,2002-09-01,,2003-09-01,,2004-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/arts-and-culture,,,113X685,Maastricht,1,[2547],[],{}
132,1,fdb94688-350c-4d42-a01b-ee8552c029f9,1001O6205,56990,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Biomedische Wetenschappen,Biomedical Sciences,Bachelor Biomedische Wetenschappen,VOLTIJD,ENG,180,2010-02-01,,2002-09-01,,2010-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/biomedical-sciences,,,113X686,Maastricht,1,[2640],[],{}
133,1,73df6be6-05c9-4758-a20c-0c2f55b07cff,1001O8867,59347,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Brain Science,Brain Science,Bachelor Brain Science,VOLTIJD,ENG,180,2024-09-01,,2022-09-01,,2024-09-01,,https://curriculum.maastrichtuniversity.nl/education/bachelor/brain-science,,,113X565,Maastricht,1,[2830],[],{}
134,1,3fcc3dcc-2dda-4f09-91d5-11a6d86c2ac4,1001O6108,56856,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Business Analytics,Business Analytics,Bachelor Business Analytics,VOLTIJD,ENG,180,2020-09-01,,2019-09-01,,2020-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/business-analytics,,,113X439,Maastricht,1,[2639],[],{}
135,1,9e5055f1-c75c-4e48-9a17-2b3998df37b6,1001O5744,50769,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Business Engineering,Business Engineering,Bachelor Business Engineering,VOLTIJD,ENG,180,2020-09-01,,2019-09-01,,2020-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/business-engineering,,,113X688,Maastricht,1,[2612],[],{}
136,1,0d410b58-f1ed-420d-a6c6-6d82b6b387a5,1001O5622,50004,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Cultuurwetenschappen,Arts and Culture,Bachelor Cultuurwetenschappen,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2002-09-01,,https://curriculum.maastrichtuniversity.nl/nl/onderwijs/bachelor/bachelor-arts-and-culture,,,113X685,Maastricht,1,[2548],[],{}
137,1,5aa27132-30d9-4222-b3e8-172fd5c8e63b,1001O6244,59337,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Digital Society,Digital Society,Bachelor Digital Society,VOLTIJD,ENG,180,2019-09-01,,2018-09-01,,2019-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/digital-society,,,113X685,Maastricht,1,[2642],[],{}
138,1,db672bf4-f5d3-48ee-a6b0-509b1ec114b8,1001O6078,56833,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Econometrie en Operationele Research,Econometrics and Operations Research,Bachelor Econometrics and Operations Research,VOLTIJD,ENG,180,2009-09-01,,2002-09-01,,2009-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/econometrics-operations-research,,,113X439,Maastricht,1,[2637],[],{}
139,2,98f01ad3-9701-4152-b819-039bc4caec19,1001O5764,50950,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Economie en Bedrijfseconomie,Economics and Business Economics,Bachelor Economics and Business Economics,VOLTIJD,ENG,180,2009-09-01,,2009-05-01,,2009-09-01,,https://www.maastrichtuniversity.nl/,,,113X439,Maastricht,1,[2614],[],{}
139,2,f421ed76-c8b5-4d70-b1a1-748462cd80c7,1001O5764,50950,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Economie en Bedrijfseconomie,Economics and Business Economics,Bachelor Economics and Business Economics,VOLTIJD,ENG,180,2009-09-01,,2002-09-01,,2009-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/economics-and-business-economics,,,113X439,Maastricht,1,[2613],[],{}
140,1,641651e5-4ba0-47a1-bfa4-c0e81358f7ce,1001O5639,50017,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,European Law School,European Law School,Bachelor European Law School,VOLTIJD,ENG,180,2002-09-01,,2004-09-01,,2010-09-01,,https://curriculum.maastrichtuniversity.nl/education/bachelor/bachelor-european-law-school,,,113X687,Maastricht,1,[2570],[],{}
141,1,16abcb8d-4579-468d-97e4-cb94f05bd24b,1001O5639,50017,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,European Law School,European Law School,Bachelor European Law School (Regular Track),VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2010-09-01,,https://www.maastrichtuniversity.nl/,,,113X687,Maastricht,1,[2569],[],{}
142,1,5d702972-42da-4826-bf69-6057ab1cd922,1001O5673,50296,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,European Public Health,European Public Health,Bachelor European Public Health,VOLTIJD,ENG,180,2006-09-01,,2006-09-01,,2006-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/european-public-health,,,113X686,Maastricht,1,[2592],[],{}
143,1,3a5c59eb-5c4f-476c-8f3d-3aae7b270d63,1001O5829,56051,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Europese Studies,European Studies,Bachelor European Studies,VOLTIJD,ENG,180,2009-09-01,,2002-09-01,,2009-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/european-studies,,,113X685,Maastricht,1,[2621],[],{}
144,1,e05f22b5-776c-4c95-8346-dc3fe42bef3c,1001O6064,56827,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Fiscaal Recht,Tax Law,Bachelor Fiscaal Recht,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2002-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/fiscaal-recht,,,113X687,Maastricht,1,[2634],[],{}
145,1,2519a3dd-7720-4d3f-b7c1-e5fc29a200fe,1001O5886,56402,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Fiscale Economie,Fiscal Economics,Bachelor Fiscal Economics,VOLTIJD,ENG,180,2002-09-01,,2002-09-01,,2002-09-01,,https://www.maastrichtuniversity.nl/,,,113X439,Maastricht,1,[2622],[],{}
146,1,d3a4ee63-3b1d-4b81-9551-f750ddde9841,1001O5907,56551,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Geneeskunde,Medicine,Bachelor Geneeskunde,VOLTIJD,NLD,180,2006-09-01,,2006-09-01,,2006-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/geneeskunde,,,113X686,Maastricht,1,[2623],[],{}
147,1,7d5325c8-0ae3-42d7-8f99-c29c7d935b0b,1001O5913,56553,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Gezondheidswetenschappen,Health Sciences,Bachelor Gezondheidswetenschappen,VOLTIJD,NLD,180,2009-09-01,,1998-09-01,,2009-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/gezondheidswetenschappen,,,113X686,Maastricht,1,[2626],[],{}
148,1,a53209d3-eeb2-4362-9092-e1924ec84565,1001O6246,59339,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Global Studies,Global Studies,Bachelor Global Studies,VOLTIJD,ENG,180,2020-09-01,,2019-09-01,,2020-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/global-studies,,,113X685,Maastricht,1,[2643],[],{}
149,1,c7cb1b01-d9a8-43e6-9355-9a9f46fe9dec,1001O5643,50019,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,International Business,International Business,Bachelor International Business,VOLTIJD,ENG,180,2002-09-01,,2002-09-01,,2002-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/international-business,,,113X439,Maastricht,1,[2571],[],{}
150,1,fd3c72b5-6a80-44d6-b1aa-c0cb9c2d3a12,1001O5683,50393,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Liberal Arts and Sciences,Liberal Arts and Sciences,Bachelor Liberal Arts and Sciences / University College Maastricht,VOLTIJD,ENG,180,2009-09-01,,2002-09-01,,2009-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/university-college-maastricht,,,113X688,Maastricht,1,[2600],[],{}
151,1,c1d90502-0f43-42d1-8af0-f2bdb8b06925,1001O5683,50393,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Liberal Arts and Sciences,Liberal Arts and Sciences,Bachelor Liberal Arts and Sciences / University College Venlo,VOLTIJD,ENG,180,2009-09-01,,2014-09-01,,2009-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/university-college-venlo,,,114X231,Venlo,1,[2601],[],{}
152,1,d8acf2b1-a0b8-408b-8e85-b498cb3c6988,1001O6248,59341,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Circular Engineering,Circular Engineering,Bachelor of Science in Circular Engineering,VOLTIJD,ENG,180,2021-09-01,,2020-09-01,,2021-09-01,,https://curriculum.maastrichtuniversity.nl/education/bachelor/circular-engineering,,,113X688,Maastricht,1,[2644],[],{}
153,1,d27e32af-0efb-4648-829b-e35b172e1818,1001O8805,50426,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Computer Science,Computer Science,Bachelor of Science in Computer Science,VOLTIJD,ENG,180,2023-09-01,,2022-09-01,,2023-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/computer-science,,,113X688,Maastricht,1,[2826],[],{}
154,1,716ae143-098f-4717-b156-b0d3943a7b92,1001O5675,50300,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Data Science and Artificial Intelligence,Data Science and Artificial Intelligence,Bachelor of Science in Data Science and Artificial Intelligence,VOLTIJD,ENG,180,2004-09-01,,2004-09-01,,2004-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/data-science-and-artificial-intelligence,,,113X688,Maastricht,1,[2593],[],{}
155,1,da6e801a-7826-4066-be6e-551d4d4b3365,1001O5933,56604,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Psychologie,Psychology,Bachelor Psychologie,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2002-09-01,,https://curriculum.maastrichtuniversity.nl/nl/onderwijs/bachelor-psychologie,,,113X565,Maastricht,1,[2629],[],{}
156,1,8f225667-a137-4f04-af87-8b39ba14301a,1001O5933,56604,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Psychologie,Psychology,Bachelor Psychology English track,VOLTIJD,ENG,180,2002-09-01,,2014-09-01,,2002-09-01,,https://curriculum.maastrichtuniversity.nl/education/bachelor/bachelor-psychology,,,113X565,Maastricht,1,[2630],[],{}
157,2,01500bba-81d9-45a0-bc40-73c7c1b8b883,1001O5728,50700,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Rechtsgeleerdheid,Dutch Law,Bachelor Rechtsgeleerdheid,VOLTIJD,ENG,180,2009-09-01,,2008-09-01,,2009-09-01,,https://curriculum.maastrichtuniversity.nl/education/bachelor/bachelor-dutch-law,,,113X687,Maastricht,1,[2607],[],{}
157,2,96bc9a22-5859-48d9-92c8-ea7aa5d6cb17,1001O5728,50700,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Rechtsgeleerdheid,Dutch Law,Bachelor Rechtsgeleerdheid,VOLTIJD,NLD,180,2009-09-01,,2002-09-01,,2009-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/rechtsgeleerdheid,,,113X687,Maastricht,1,[2608],[],{}
158,1,10e0868a-24e9-4931-85e6-86746d72b4d4,1001O8844,59346,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Regenerative Medicine and Technology,Regenerative Medicine and Technology,Bachelor Regenerative Medicine and Technology,VOLTIJD,ENG,180,2023-09-01,,2022-09-01,,2023-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/regenerative-medicine-and-technology,,,113X686,Maastricht,1,[2829],[],{}
159,1,7db313c6-39b2-4cf3-8351-aff51f2f14df,1016O2305,50478,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Sustainable Bioscience,Sustainable Bioscience,Bachelor Sustainable Bioscience,VOLTIJD,ENG,180,2026-09-01,,2024-09-01,,2026-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/sustainable-bioscience,,,,,1,[2836],[],{}
160,1,1f54541f-c421-4c9a-9ee8-d3cd965530b9,1016O2836,55031,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Urban Sustainability Studies (joint degree),Urban Sustainability Studies (joint degree),Bachelor Urban Sustainability Studies,VOLTIJD,ENG,180,2025-09-01,,2024-09-01,,2025-09-01,,https://www.maastrichtuniversity.nl/education/bachelor/programmes/urban-sustainability-studies/admission-and-enrolment,,,114X696,Heerlen,1,[2837],[],{}
161,1,42ec19d9-0a2a-4c79-8bb8-0fadbf5b831e,1001O5683,50393,,OPLEIDING,107B471,Maastricht University,113A920,Universiteit Maastricht,Liberal Arts and Sciences,Liberal Arts and Sciences,Liberal Arts and Sciences / Maastricht Science Programme,VOLTIJD,ENG,180,2009-09-01,,2010-09-01,,2009-09-01,,https://www.maastrichtuniversity.nl/nl/onderwijs/bachelor/programmas/maastricht-science-programme,,,113X688,Maastricht,1,[2603],[],{}
162,1,5e92b633-813b-49dd-b340-b29a35d5f94f,1001O6047,56823,,OPLEIDING,107B497,Open Universiteit Nederland,111A359,Open Universiteit,Algemene Cultuurwetenschappen,,Bachelor Algemene Cultuurwetenschappen,DEELTIJD,NLD,180,2002-09-01,,2022-05-15,,,,https://www.ou.nl/studieaanbod/bcw,,,,,1,[4735],[],{}
163,1,5999a0cc-4b7e-403b-9620-5c4f050b158c,1001O5716,50645,,OPLEIDING,107B497,Open Universiteit Nederland,111A359,Open Universiteit,Bedrijfskunde,Business Administration,Bachelor Bedrijfskunde,DEELTIJD,NLD,180,2009-09-01,,2022-09-01,,,,https://www.ou.nl/studieaanbod/bmob,,,,,1,[4732],[],{}
164,1,9301643e-650b-4e17-84cf-4e7bb3c81d59,1001O6175,56978,,OPLEIDING,107B497,Open Universiteit Nederland,111A359,Open Universiteit,Informatica,,Bachelor Informatica,DEELTIJD,,180,2006-09-01,,2022-09-01,,,,https://www.ou.nl/studieaanbod/bti,,,,,1,[4737],[],{}
165,1,4804770d-7103-474a-9f79-b4c8c164b9ff,1001O6101,56842,,OPLEIDING,107B497,Open Universiteit Nederland,111A359,Open Universiteit,Informatiekunde,Information Science,Bachelor Informatiekunde,DEELTIJD,NLD,180,2012-07-01,,2022-09-01,,,,https://www.ou.nl/studieaanbod/bik,,,,,1,[4736],[],{}
166,1,60218a63-892d-4f34-83f8-7024923498c1,1001O6200,56988,,OPLEIDING,107B497,Open Universiteit Nederland,111A359,Open Universiteit,Milieu-natuurwetenschappen,Environmental Sciences,Bachelor Milieu-natuurwetenschappen,DEELTIJD,NLD,180,2002-09-01,,2022-09-01,,,,https://www.ou.nl/studieaanbod/bmw,,,,,1,[4738],[],{}
167,1,0b38acc6-a633-4142-a39c-b7293fa7797e,1001O5938,56604,,OPLEIDING,107B497,Open Universiteit Nederland,111A359,Open Universiteit,Psychologie,Psychology,Bachelor Psychologie,DEELTIJD,NLD,180,2002-09-01,,2022-09-01,,,,https://www.ou.nl/studieaanbod/bps,,,,,1,[4734],[],{}
168,1,c2b0b7f5-d93e-4b30-9bd4-7fdc98312850,1001O5733,50700,,OPLEIDING,107B497,Open Universiteit Nederland,111A359,Open Universiteit,Rechtsgeleerdheid,,Bachelor Rechtsgeleerdheid,DEELTIJD,NLD,180,2009-09-01,,2022-09-01,,,,https://www.ou.nl/studieaanbod/bnr,,,,,1,[4733],[],{}
169,1,8a8ac1ca-8dbc-4ccc-9603-1b491d0e0b76,1016O1755,56109,,OPLEIDING,107B461,Protestantse Theologische Universiteit (PThU),113A908,Protestantse Theologische Universiteit,Theologie,,,VOLTIJD,,180,2025-09-01,,2025-04-11,,2025-09-01,,,,,114X552,Utrecht,1,[2444],[],{}
170,2,7ec8283e-6bf0-481c-97ee-5902e80e485f,1001O5786,55004,,OPLEIDING,107B461,Protestantse Theologische Universiteit (PThU),113A908,Protestantse Theologische Universiteit,Theologie (joint degree),Theology (joint degree),,DEELTIJD,,180,2012-09-01,2029-09-01,2012-09-01,2029-09-01,,,,111A136,,111X680,Amsterdam,1,[2438],[],{}
170,2,bd01dacc-7403-4f20-8f80-bc57d2b8e87c,1001O5786,55004,,OPLEIDING,107B461,Protestantse Theologische Universiteit (PThU),113A908,Protestantse Theologische Universiteit,Theologie (joint degree),Theology (joint degree),,VOLTIJD,,180,2012-09-01,2029-09-01,2012-09-01,2029-09-01,,,,111A136,,111X680,Amsterdam,1,[2439],[],{}
171,1,be251e98-fb14-450f-ab0a-e6c36074c106,1001O5705,50623,,OPLEIDING,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,American Studies,American Studies,American Studies,VOLTIJD,ENG,180,2002-09-01,,2002-09-01,,,,,,,114X066,Groningen,1,[1540],[],{}
172,1,1b7b9120-8520-4517-aa6a-0fa9cfa88a93,1001O5979,56703,,OPLEIDING,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,Archeologie,Archaeology,Archeologie,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,,,,,,114X066,Groningen,1,[1581],[],{}
173,1,f25f1b86-400e-4a61-aa61-016f79febb1d,1001O5711,50645,,OPLEIDING,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,Bedrijfskunde,Business Administration,Bedrijfskunde,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,,,,,,114X066,Groningen,1,[1544],[],{}
174,1,e2f255c1-67be-4d9e-a23a-519afc6c6258,1001O6134,56950,,OPLEIDING,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,Bewegingswetenschappen,Human Movement Sciences,Bewegingswetenschappen,VOLTIJD,NLD,180,2003-09-01,,2003-09-01,,,,,,,114X066,Groningen,1,[1593],[],{}
175,1,260beda1-04c1-467a-abb5-477579bd5850,1001O6118,56860,,OPLEIDING,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,Biologie,Biology,Biologie,VOLTIJD,ENG,180,2002-09-01,,2002-09-01,,,,,,,114X066,Groningen,1,[1592],[],{}
176,1,d9269d1a-3824-4c3e-995b-4cccca0e0d5f,1001O5871,56226,,OPLEIDING,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,Biomedische Technologie,Biomedical Engineering,Biomedische Technologie,VOLTIJD,ENG,180,2020-09-01,,2020-09-01,,,,,,,114X066,Groningen,2,"[1571,1572]","[""STUDIEKEUZECHECK""]","{""STUDIEKEUZECHECK"":[""STUDIEKEUZE_CHECK_VAN_TOEPASSING"",""STUDIEKEUZE_CHECK_VERPLICHT""]}"
177,2,904dec2c-bde4-407c-a49c-2392218523a3,1016O0160,,57084,VARIANT,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,Cognitiewetenschappen,Cognitive Sciences,Cognitiewetenschappen,VOLTIJD,ENG,180,,,2002-09-01,,,,,,,114X066,Groningen,1,[1684],[],{}
177,2,dbaf18f3-6904-4181-b626-edcc1a2b1338,1016O0160,,57084,VARIANT,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,Cognitiewetenschappen,Cognitive Sciences,Cognitiewetenschappen,DEELTIJD,ENG,180,,,2002-09-01,,,,,,,114X066,Groningen,1,[1683],[],{}
178,2,9a7d3271-edc5-4cb6-b9d6-c0961afb1eb7,1001O6056,56826,,OPLEIDING,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,Communicatie- en Informatiewetenschappen,Communication and Information Studies,Communicatie- en Informatiewetenschappen,VOLTIJD,ENG,180,2002-09-01,,2002-09-01,,,,,,,114X066,Groningen,1,[1585],[],{}
178,2,d5f3bff1-0da9-493b-8fdb-de0f2e57ce8a,1001O6056,56826,,OPLEIDING,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,Communicatie- en Informatiewetenschappen,Communication and Information Studies,Communicatie- en Informatiewetenschappen,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,,,,,,114X066,Groningen,1,[1586],[],{}
179,1,e105b951-f50c-47d6-b509-65bdf8c9c351,1001O8744,50982,,OPLEIDING,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,Data Science and Society,Data Science and Society,Data Science and Society,VOLTIJD,ENG,180,2022-09-01,,2022-09-01,,,,,,,114X067,Leeuwarden,1,[1669],[],{}
180,1,1c629a16-101a-4443-ab12-892186c9947b,1001O6076,56833,,OPLEIDING,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,Econometrie en Operationele Research,Econometrics and Operations Research,Econometrie en Operationele Research,VOLTIJD,ENG,180,2009-09-01,,2009-09-01,,,,,,,114X066,Groningen,1,[1588],[],{}
181,1,a4d4cf7e-8e74-41fc-a8a3-4c66cc26b871,1001O5761,50950,,OPLEIDING,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,Economie en Bedrijfseconomie,Economics and Business Economics,Economie en Bedrijfseconomie,VOLTIJD,ENG,180,2009-09-01,,2009-09-01,,,,,,,114X066,Groningen,1,[1550],[],{}
182,2,569ea016-9cbd-48bc-a8e1-0267c100a505,1016O0156,,57084,VARIANT,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,Economische en Sociale Wetenschappen,Economic and Social Sciences,Economische en Sociale Wetenschappen,VOLTIJD,ENG,180,,,2002-09-01,,,,,,,114X066,Groningen,1,[1676],[],{}
182,2,6e49dae8-7b6b-4507-99e0-3dbdc03dcfee,1016O0156,,57084,VARIANT,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,Economische en Sociale Wetenschappen,Economic and Social Sciences,Economische en Sociale Wetenschappen,DEELTIJD,ENG,180,,,2002-09-01,,,,,,,114X066,Groningen,1,[1675],[],{}
183,1,30e12bfc-0a6c-4405-b9a4-44d36fc73867,1001O5670,50290,,OPLEIDING,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,English Language and Culture,English Language and Culture,English Language and Culture,VOLTIJD,ENG,180,2013-09-01,,2013-09-01,,,,,,,114X066,Groningen,1,[1538],[],{}
