source_excel_row,source_registry_offering_count,AANGEBODEN_OPLEIDINGCODE,OPLEIDINGSEENHEIDCODE,ERKENDEOPLEIDINGSCODE,VARIANT_VAN,SOORT,ONDERWIJSBESTUURID,ONDERWIJSBESTUUR_NAAM,ONDERWIJSAANBIEDERID,ONDERWIJSAANBIEDER_NAAM,NAAM_LANG,INTERNATIONALE_NAAM,EIGENNAAM,VORM,VOERTAAL,STUDIELAST,BEGINDATUM,EINDDATUM,AANGEBODEN_OPLEIDING_BEGINDATUM,AANGEBODEN_OPLEIDING_EINDDATUM,EERSTE_INSTROOMDATUM,LAATSTE_INSTROOMDATUM,WEBSITE,SAMENWERKEND_MET,BUITENLANDSEPARTNER,ONDERWIJSLOCATIECODE,ONDERWIJSLOCATIEPLAATS,raw_record_count,raw_csv_rows_json,raw_conflict_fields_json,raw_conflict_values_json
239,1,17cfb7fe-c43e-41e8-bfa9-ee2d203be078,1016O0439,,56604,VARIANT,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,B Psychologie (Nederlandstalig),B Psychology (Dutch),B Psychologie (Nederlandstalig),VOLTIJD,NLD,180,,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3349],[],{}
240,1,9fd6b04b-98e1-4cf3-997d-76c8de20102e,1016O1091,,56627,VARIANT,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,B Public Governance,B Public Governance,B Public Governance,VOLTIJD,ENG,180,,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3395],[],{}
241,1,34ac50b9-496c-4401-b50a-ef46b7d8b404,1016O0539,,50700,VARIANT,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,B Rechtsgeleerdheid,B Law,B Rechtsgeleerdheid,VOLTIJD,NLD,180,,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3351],[],{}
242,1,846c10c4-22c1-4b10-b144-a249eeed02dd,1016O0540,,50700,VARIANT,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,B Rechtsgeleerdheid: Specialisatie Ondernemingsrecht,B Law: Specialization Business Law,B Rechtsgeleerdheid: Specialisatie Ondernemingsrecht,VOLTIJD,NLD,180,,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3352],[],{}
243,1,3ade8948-42f3-4b25-88ec-224ac18925aa,1016O0553,,56601,VARIANT,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,B Sociologie,B Sociology,B Sociologie,VOLTIJD,NLD,180,,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3357],[],{}
244,1,51e1f981-9c8a-4c08-bbb3-9b8d02bbc343,1016O1092,,56601,VARIANT,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,B Sociologie (International Sociology),B Sociology (International Sociology),B Sociologie (International Sociology),VOLTIJD,ENG,180,,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3396],[],{}
245,1,fe0190e9-546b-4687-a488-8798a97fc4be,1001O6245,59338,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Cognitive Science and Artificial Intelligence,Cognitive Science and Artificial Intelligence,Cognitive Science and Artificial Intelligence,VOLTIJD,ENG,180,2019-09-01,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3305],[],{}
246,2,98ad9ed3-ecd3-4217-9844-b2453d4c45d1,1001O6060,56826,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Communicatie- en Informatiewetenschappen,Communication and Information Sciences,Communicatie- en Informatiewetenschappen,VOLTIJD,NLD,180,2002-09-01,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3303],[],{}
246,2,d536bc0c-a63d-48db-b03a-8e659763bf3b,1001O6060,56826,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Communicatie- en Informatiewetenschappen,Communication and Information Sciences,Communicatie- en Informatiewetenschappen,DEELTIJD,NLD,180,2002-09-01,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3302],[],{}
247,1,497276e4-db19-46ab-9e63-69cbacc4023c,1016O1094,,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,B Data Science (joint degree),B Data Science (joint degree),Data Science,VOLTIJD,ENG,,,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3348],[],{}
248,1,f642259f-1a46-4c7d-af4d-e4b4ea55bb48,1001O6081,56833,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Econometrie en Operationele Research,Econometrics and Operations Research,Econometrie en Operationele Research,VOLTIJD,ENG,180,2002-09-01,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3304],[],{}
249,1,e6bf9ead-7188-43ee-b800-72671f459690,1001O5883,56401,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Economie,Economics,Economics,VOLTIJD,ENG,180,2009-09-01,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3298],[],{}
250,1,be3575d2-95c5-48fb-9ced-dba6f01a39d0,1001O5767,50950,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Economie en Bedrijfseconomie,Economics and Business Economics,Economie en Bedrijfseconomie,VOLTIJD,NLD,180,2009-09-01,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3290],[],{}
251,1,70a504d4-da6a-4ed9-93c4-928e91f14059,1001O6247,59340,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Entrepreneurship and Business Innovation,Entrepreneurship and Business Innovation,Entrepreneurship and Business Innovation,VOLTIJD,ENG,180,2020-09-01,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3306],[],{}
252,2,334169b2-e2b7-406f-8fbd-97de2f0c430b,1001O5844,56081,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Filosofie,Philosophy,Filosofie,DEELTIJD,NLD,180,2002-09-01,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3292],[],{}
252,2,3d460953-694f-4cbe-95a9-c95868f9573c,1001O5844,56081,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Filosofie,Philosophy,Filosofie,VOLTIJD,NLD,180,2002-09-01,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3293],[],{}
253,1,b6a0ccc1-41ca-4c13-b4e7-71b5c05e541e,1016O0438,,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,B Fiscale Economie,B Tax Economics,Fiscale economie,VOLTIJD,NLD,,,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3347],[],{}
254,1,0e31fa43-a733-4ee4-b2b3-7f68a245d0c1,1001O5902,56475,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Global Law,Global Law,Global Law,VOLTIJD,ENG,180,2013-09-01,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3299],[],{}
255,1,83ed252b-2d40-4deb-9942-245a5a6f48a7,1001O5773,50952,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,International Business Administration,International Business Administration,International Business Administration,VOLTIJD,ENG,180,2009-09-01,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3291],[],{}
256,1,55d1ea5d-f95e-4a70-974a-31f6bb61f32d,1001O5686,50393,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Liberal Arts and Sciences,Liberal Arts and Sciences,Liberal Arts and Sciences,VOLTIJD,ENG,180,2009-09-01,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3289],[],{}
257,4,3f6223e1-1733-4157-a138-60f2e6fb6ca5,1001O5858,56109,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Theologie,Theology,Theologie,DEELTIJD,ENG,180,2006-01-01,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3294],[],{}
257,4,7a3f3634-f5b8-47bd-8d43-3c9dcd72fb45,1001O5858,56109,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Theologie,Theology,Theologie,VOLTIJD,ENG,180,2006-01-01,,2020-11-02,,2024-09-01,,,,,114X187,Utrecht,1,[3297],[],{}
257,4,aef8281f-a56c-468f-bf61-3a17f47bf374,1001O5858,56109,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Theologie,Theology,Theologie,VOLTIJD,ENG,180,2006-01-01,,2020-11-02,,2022-09-01,,,,,111X362,Tilburg,1,[3296],[],{}
257,4,b19a72e3-1d14-42c4-b26d-6fe47bd3d926,1001O5858,56109,,OPLEIDING,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,Theologie,Theology,Theologie,DEELTIJD,ENG,180,2006-01-01,,2020-11-02,,2024-09-01,,,,,114X187,Utrecht,1,[3295],[],{}
258,1,8df0e92e-4b18-4ff0-a995-25ce46f61de9,1001O5853,56105,,OPLEIDING,107B544,Stichting Universiteit voor Humanistiek,109A997,Universiteit voor Humanistiek,Humanistiek,Humanistic Studies,Humanistiek,VOLTIJD,NLD,180,2003-09-01,,2003-09-01,,,,,,,110X813,Utrecht,1,[5324],[],{}
259,1,10e2b60a-fdb4-3c6b-e063-63beb4836d31,1015O6835,,56951,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Bouwkunde,"Bachelor Architecture, Urbanism and Building Sciences",Bachelor Bouwkunde,VOLTIJD,NLD,180,,,2020-11-21,,,,,,,,,1,[6802],[],{}
260,1,1479db3d-0ac0-de62-e063-63beb4838e95,1015O6933,,56952,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Civiele Techniek,Bachelor Civil Engineering,Bachelor Civiele Techniek,VOLTIJD,NLD,180,,,2020-11-21,,2022-09-01,,,,,,,1,[6806],[],{}
261,1,147a30cb-edea-0336-e063-63beb483d396,1015O6940,,56953,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Electrical Engineering,Bachelor Electrical Engineering,Bachelor Electrical Engineering,VOLTIJD,NLD,180,,,2020-11-21,,2022-09-01,,,,,,,1,[6809],[],{}
262,1,147a30cb-edf0-0336-e063-63beb483d396,1015O7236,,56955,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Industrieel Ontwerpen,Bachelor Industrial Design,Bachelor Industrieel Ontwerpen,VOLTIJD,NLD,180,,,2020-11-21,,2022-09-01,,,,,,,1,[6819],[],{}
263,1,148e55ad-4d58-64b1-e063-63beb483f067,1015O7390,,55007,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Klinische Technologie,Bachelor Clinical Technology,Bachelor Klinische Technologie,VOLTIJD,NLD,180,,,2020-11-21,,2023-09-01,,,,,,,1,[6836],[],{}
264,1,148e55ad-4d5e-64b1-e063-63beb483f067,1015O7388,,55010,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Life Science and Technology,Bachelor Life Science and Technology,Bachelor Life Science and Technology,VOLTIJD,NLD,180,,,2020-11-21,,2023-09-01,,,,,,,1,[6835],[],{}
265,1,147a30cb-edf7-0336-e063-63beb483d396,1015O7235,,56956,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Luchtvaart- en Ruimtevaarttechniek,Bachelor Aerospace Engineering,Bachelor Luchtvaart- en Ruimtevaarttechniek,VOLTIJD,NLD,180,,,2020-11-21,,2022-09-01,,,,,,,1,[6818],[],{}
266,1,147a30cb-edff-0336-e063-63beb483d396,1015O7234,,56957,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Maritieme Techniek,Bachelor Marine Technology,Bachelor Maritieme Techniek,VOLTIJD,NLD,180,,,2020-11-21,,2022-09-01,,,,,,,1,[6817],[],{}
267,1,148e55ad-4d6a-64b1-e063-63beb483f067,1015O7391,,55003,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Nanobiologie,Bachelor Nanobiology,Bachelor Nanobiologie,VOLTIJD,NLD,180,,,2020-11-21,,2023-09-01,,,,,,,1,[6837],[],{}
268,1,147a30cb-ee06-0336-e063-63beb483d396,1015O7233,,56959,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Technische Aardwetenschappen,Bachelor Applied Earth Sciences,Bachelor Technische Aardwetenschappen,VOLTIJD,NLD,180,,,2020-11-21,,2022-09-01,,,,,,,1,[6816],[],{}
269,1,147a30cb-ee0c-0336-e063-63beb483d396,1015O7228,,56995,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Technische Bestuurskunde,"Bachelor Systems Engineering, Policy Analysis and Management",Bachelor Technische Bestuurskunde,VOLTIJD,NLD,180,,,2020-11-21,,2022-09-01,,,,,,,1,[6811],[],{}
270,1,147a30cb-ee12-0336-e063-63beb483d396,1015O7231,,56964,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Technische Informatica,Bachelor Computer Science and Engineering,Bachelor Technische Informatica,VOLTIJD,NLD,180,,,2020-11-21,,2022-09-01,,,,,,,1,[6814],[],{}
271,1,147a30cb-ee18-0336-e063-63beb483d396,1015O7241,,56962,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Technische Natuurkunde,Bachelor Applied Physics,Bachelor Technische Natuurkunde,VOLTIJD,NLD,180,,,2020-11-21,,2022-09-01,,,,,,,1,[6823],[],{}
272,1,147a30cb-ee1e-0336-e063-63beb483d396,1015O7230,,56965,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Technische Wiskunde,Bachelor Applied Mathematics,Bachelor Technische Wiskunde,VOLTIJD,NLD,180,,,2020-11-21,,2022-09-01,,,,,,,1,[6813],[],{}
273,1,147a30cb-ee24-0336-e063-63beb483d396,1015O7229,,56966,VARIANT,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,Bachelor Werktuigbouwkunde,Bachelor Mechanical Engineering,Bachelor Werktuigbouwkunde,VOLTIJD,NLD,180,,,2020-11-21,,2022-09-01,,,,,,,1,[6812],[],{}
274,1,0e0bba73-9a88-76e4-e063-6f2ba8c08759,1015O6277,,56953,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Automotive Technology,Automotive Technology,Automotive Technology,VOLTIJD,ENG,180,,,2020-09-10,,2023-09-01,,,,,114X284,Eindhoven,1,[2292],[],{}
275,1,0cde291f-bcea-09a6-e063-6f2ba8c0ea9a,1015O6204,,56226,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Biomedische Technologie,Biomedical Engineering,Biomedische Technologie,VOLTIJD,ENG,180,,,2020-09-10,,2023-09-01,,,,,114X284,Eindhoven,1,[2285],[],{}
276,1,0cde291f-bd0a-09a6-e063-6f2ba8c0ea9a,1015O6209,,56951,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Bouwkunde,"Architecture, Urbanism and Building Sciences",Bouwkunde,VOLTIJD,ENG,180,,,2020-09-10,,2023-09-01,,,,,114X284,Eindhoven,1,[2289],[],{}
277,1,0e0bba73-9ad8-76e4-e063-6f2ba8c08759,1015O6287,,56964,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Computer Science and Engineering,Computer Science and Engineering,Computer Science and Engineering,VOLTIJD,ENG,180,,,2020-09-10,,2023-09-01,,,,,114X284,Eindhoven,1,[2302],[],{}
278,1,0a965189-5d8c-06f5-e063-6f2ba8c07429,1015O6359,,55018,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Data Science,Data Science,Data Science,VOLTIJD,ENG,180,,,2020-09-10,,2023-09-01,,,112A446,,114X284,Eindhoven,1,[2328],[],{}
279,1,0e0bba73-9a90-76e4-e063-6f2ba8c08759,1015O6278,,56953,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Electrical Engineering,Electrical Engineering,Electrical Engineering,VOLTIJD,ENG,180,,,2020-09-10,,2023-09-01,,,,,114X284,Eindhoven,1,[2293],[],{}
280,1,0e8344bc-a27d-0ae7-e063-6f2ba8c0a89a,1015O5087,,50441,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Industrial Design,Industrial Design,Industrial Design,VOLTIJD,ENG,180,,,2020-09-10,,2023-09-01,,,,,114X284,Eindhoven,1,[2283],[],{}
281,1,27e23ff8-9996-49de-a45e-7a4c9d7f8eef,1016O3578,,,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Mechanical Engineering,Mechanical Engineering,Mechanical Engineering,VOLTIJD,NLD,,,,2026-09-01,,,,,,,114X284,Eindhoven,1,[2347],[],{}
282,1,0cde291f-bcf2-09a6-e063-6f2ba8c0ea9a,1015O6205,,56226,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Medische Wetenschappen en Technologie,Medical Sciences and Engineering,Medische Wetenschappen en Technologie,VOLTIJD,NLD,180,,,2020-09-10,,2023-09-01,,,,,114X284,Eindhoven,1,[2286],[],{}
283,1,0a98fccb-3c4b-5417-e063-6f2ba8c09422,1015O5091,,55824,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Psychology & Technology,Psychology & Technology,Psychology & Technology,VOLTIJD,ENG,180,,,2020-09-10,,2023-09-01,,,,,114X284,Eindhoven,1,[2284],[],{}
284,1,0e0bba73-9aa0-76e4-e063-6f2ba8c08759,1015O6280,,56960,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Scheikundige Technologie,Chemical Engineering and Chemistry,Scheikundige Technologie,VOLTIJD,ENG,180,,,2020-09-10,,2023-09-01,,,,,114X284,Eindhoven,1,[2295],[],{}
285,1,0e31ff3f-ddee-48c4-e063-6f2ba8c0151b,1015O6351,,56265,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Sustainable Innovation,Sustainable Innovation,Sustainable Innovation,VOLTIJD,ENG,180,,,2020-09-10,,2023-09-01,,,,,114X284,Eindhoven,1,[2326],[],{}
286,1,0e0bba73-9b58-76e4-e063-6f2ba8c08759,1015O6303,,56994,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Technische Bedrijfskunde,Industrial Engineering,Technische Bedrijfskunde,VOLTIJD,ENG,180,,,2020-09-10,,2023-09-01,,,,,114X284,Eindhoven,1,[2312],[],{}
287,1,0e0bba73-9ac8-76e4-e063-6f2ba8c08759,1015O6285,,56962,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Technische Natuurkunde,Applied Physics,Technische Natuurkunde,VOLTIJD,ENG,180,,,2020-09-10,,2023-09-01,,,,,114X284,Eindhoven,1,[2300],[],{}
288,1,0e0bba73-9b18-76e4-e063-6f2ba8c08759,1015O6295,,56965,VARIANT,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,Technische Wiskunde,Applied Mathematics,Technische Wiskunde,VOLTIJD,ENG,180,,,2020-09-10,,2023-09-01,,,,,114X284,Eindhoven,1,[2309],[],{}
289,1,e4de27b6-ec9d-46b7-a9f0-7ade138b1ed3,1001O5859,56109,,OPLEIDING,107B487,Theologische Universiteit Apeldoorn,113A677,Theologische Universiteit Apeldoorn,Theologie,,Bachelor Theologie,VOLTIJD,NLD,180,2002-09-01,,2023-09-01,2029-08-30,2023-09-01,,https://www.tua.nl/nl/onderwijs/o/bachelor-theologie,,,113X461,Apeldoorn,1,[4323],[],{}
290,2,591f9a4d-9f5c-4746-b2e6-158480ed73c1,1001O5860,56109,,OPLEIDING,107B617,Theologische Universiteit van de Gereformeerde Kerk (Vrijg) in Nederland,114A554,Theologische Universiteit Utrecht,Theologie,,Theologie,DEELTIJD,NLD,180,2002-09-01,,2022-09-01,,,,,,,114X004,Utrecht,1,[6897],[],{}
290,2,777f6dae-c9bd-458e-9750-6f3ba66e8f69,1001O5860,56109,,OPLEIDING,107B617,Theologische Universiteit van de Gereformeerde Kerk (Vrijg) in Nederland,114A554,Theologische Universiteit Utrecht,Theologie,,Theologie,VOLTIJD,NLD,180,2002-09-01,,2022-09-01,,,,,,,114X004,Utrecht,1,[6898],[],{}
291,1,a62cb339-7da0-4065-b548-454638f4a878,1001O6041,56821,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,African Studies,African Studies,African Studies,VOLTIJD,ENG,180,2002-09-01,,2022-09-01,,2022-09-01,,,,,114X175,Leiden,1,[6207],[],{}
292,1,9302e80d-d9bd-417c-bd9f-707a5023a8df,1001O5978,56703,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Archeologie,Archaeology,Archeologie,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2002-09-01,,,,,114X175,Leiden,1,[6195],[],{}
293,1,936b2d9f-d706-43ab-be6c-0cc3e3e4c9a0,1001O5965,56627,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Bestuurskunde,Public Administration,Bestuurskunde,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2002-09-01,,,,,114X176,'s-Gravenhage,1,[6194],[],{}
294,1,daa76097-745b-4ce4-add8-3769548f359e,1001O5667,50207,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Bio-Farmaceutische Wetenschappen,,Bio-Farmaceutische Wetenschappen,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2002-09-01,,,,,114X175,Leiden,1,[6168],[],{}
295,1,62bcefb3-ce80-4f36-a0de-8c141d886cf8,1001O6117,56860,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Biologie,Biology,Biologie,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2002-09-01,,,,,114X175,Leiden,1,[6214],[],{}
296,1,3282d4c3-9710-43a9-b8ac-7195b996fe99,1001O6203,56990,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Biomedische Wetenschappen,,Biomedische Wetenschappen,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2002-09-01,,,,,114X175,Leiden,1,[6219],[],{}
297,1,7ec304b7-5cc0-4311-9cbe-04538dd60aa6,1001O6038,56818,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Chinastudies,Chinese Studies,Chinastudies,VOLTIJD,NLD,180,2002-09-01,,2011-09-01,,2026-09-01,,,,,114X175,Leiden,1,[6204],[],{}
298,2,42fe62d2-354f-45be-9b1d-97b1585e296b,1001O5899,56469,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Criminologie,,Criminologie,DEELTIJD,NLD,180,2002-09-01,,2002-09-01,2031-08-31,2002-09-01,,,,,114X175,Leiden,1,[6187],[],{}
298,2,a9549a79-15f5-4667-9dea-35a7730a8be7,1001O5899,56469,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Criminologie,,Criminologie,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2002-09-01,,,,,114X175,Leiden,1,[6188],[],{}
299,1,fa3a2734-93de-418f-9a9c-a8b76e6e23a3,1001O5651,50035,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Culturele Antropologie en Ontwikkelingssociologie,Cultural Anthropology and Development Sociology,Cultural Anthropology and Development Sociology,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2026-09-01,,,,,114X175,Leiden,1,[6164],[],{}
300,1,edd060e9-1f6d-4023-8e68-ebe55d5989a7,1001O8924,59348,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Cybersecurity & Cybercrime,Cybersecurity & Cybercrime,Cybersecurity & Cybercrime,VOLTIJD,NLD,180,2025-09-01,,2025-09-01,,2025-09-01,,,,,114X176,'s-Gravenhage,1,[6350],[],{}
301,1,a42b6f7f-b207-40c8-8655-9db3cf9ecadf,1001O5674,50300,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Data Science and Artificial Intelligence,Data Science and Artificial Intelligence,Data Science and Artificial Intelligence,VOLTIJD,ENG,180,2022-09-01,,2021-09-01,,2026-09-01,,,,,114X175,Leiden,1,[6169],[],{}
302,1,6c2c1673-374e-41e5-b5c7-e2f9b1e4e050,1001O6004,56805,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Duitse Taal en Cultuur,,Duitse Taal en Cultuur,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2002-09-01,,,,,114X175,Leiden,1,[6198],[],{}
303,1,4b7ca1e3-7b76-44b9-91d7-5cba443515c4,1001O8921,50996,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Economie & Samenleving,Economics & Society,Economie en Samenleving,VOLTIJD,NLD,180,2025-09-01,,2025-09-01,,2025-09-01,,,,,114X176,'s-Gravenhage,1,[6349],[],{}
304,2,6a1f2ec1-36ec-4f7d-9ebe-a88e84bb160a,1001O6010,56806,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Engelse Taal en Cultuur,,English Language and Culture,DEELTIJD,ENG,180,2002-09-01,,2002-09-01,,2002-09-01,,,,,114X175,Leiden,1,[6199],[],{}
304,2,6ae30079-4cd6-43ff-bb20-ff67d9f33284,1001O6010,56806,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Engelse Taal en Cultuur,,English Language and Culture,VOLTIJD,ENG,180,2002-09-01,,2002-09-01,,2002-09-01,,,,,114X175,Leiden,1,[6200],[],{}
305,1,d7731d03-7593-4ed9-9516-65642eb8bb0a,1001O5689,50414,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Film- en Literatuurwetenschap,Film and Literary Studies,Film- en Literatuurwetenschap,VOLTIJD,NLD,180,2010-09-01,,2010-09-01,,2010-09-01,,,,,114X175,Leiden,1,[6170],[],{}
306,2,5ba4a5cc-67b5-4b24-bef3-8211b46d8d65,1001O5837,56081,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Filosofie,,Filosofie,DEELTIJD,NLD,180,2002-09-01,,2018-09-01,,2018-09-01,,,,,114X175,Leiden,1,[6182],[],{}
306,2,f04865ab-07ab-473d-a227-3aebc1358c8a,1001O5837,56081,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Filosofie,,Filosofie,VOLTIJD,NLD,180,2002-09-01,,2018-09-01,,2026-09-01,,,,,114X175,Leiden,1,[6183],[],{}
307,2,13740343-8cc0-4857-a859-d1af59425991,1001O6061,56827,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Fiscaal Recht,Tax Law,Fiscaal Recht,DEELTIJD,NLD,180,2002-09-01,,2002-09-01,2031-08-31,2002-09-01,,,,,114X175,Leiden,1,[6210],[],{}
307,2,c2311d3c-2fb8-4a92-893b-5857b81f4ced,1001O6061,56827,,OPLEIDING,107B578,Universiteit Leiden,114A561,Universiteit Leiden,Fiscaal Recht,Tax Law,Fiscaal Recht,VOLTIJD,NLD,180,2002-09-01,,2002-09-01,,2002-09-01,,,,,114X175,Leiden,1,[6211],[],{}
