source_excel_row,ONDERWIJSBESTUURID,ONDERWIJSBESTUUR_NAAM,ONDERWIJSAANBIEDERID,ONDERWIJSAANBIEDER_NAAM,SOORT,OPLEIDINGSEENHEIDCODE,ERKENDEOPLEIDINGSCODE,VARIANT_VAN,NAAM_LANG,EIGENNAAM,VORM,VOERTAAL,STUDIELAST,EINDDATUM,AANGEBODEN_OPLEIDING_EINDDATUM,LAATSTE_INSTROOMDATUM,flag_codes_json,needs_resolution,resolution_case_ids_json
81,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6196,56986,,Aardwetenschappen,B Aardwetenschappen,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
82,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5981,56703,,Archeologie,B Archeologie,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
83,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6128,56945,,Artificial Intelligence,B Artificial Intelligence,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
84,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5714,50645,,Bedrijfskunde,B Bedrijfskunde,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
85,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5627,50007,,Bestuurs- en Organisatiewetenschap,B Bestuurs- en Organisatiewetenschap,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
86,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6135,56950,,Bewegingswetenschappen,B Bewegingswetenschappen,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
87,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6122,56860,,Biologie,B Biologie,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
88,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6233,59324,,Biomedical Sciences,B Biomedical Sciences,VOLTIJD,ENG,180,2026-09-01,,,"[""canonical_name_alias_present"",""lifecycle_marker"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0011""]"
89,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6110,56856,,Business Analytics,B Business Analytics,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0079""]"
90,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6110,56856,,Business Analytics,B Business Analytics (deeltijd),DEELTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0079""]"
91,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6058,56826,,Communicatie- en Informatiewetenschappen,B Communicatie & Informatiewetenschappen,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
92,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5960,56615,,Communicatiewetenschap,B Communicatiewetenschap,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0077""]"
93,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5960,56615,,Communicatiewetenschap,B Communication Science,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0077""]"
94,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5694,50426,,Computer Science,B Computer Science,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
95,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5901,56469,,Criminologie,B Criminologie,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
96,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5654,50035,,Culturele Antropologie en Ontwikkelingssociologie,B Cultural Anthropology and Dev. Soc.,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0067""]"
97,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5654,50035,,Culturele Antropologie en Ontwikkelingssociologie,B Culturele Antropologie en Ontw. Soc.,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0067""]"
98,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O8891,59332,,Econometrics and Data Science,B Econometrics and Data Science,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
99,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6080,56833,,Econometrie en Operationele Research,B Econometrie en Operationele Research,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
100,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5765,50950,,Economie en Bedrijfseconomie,B Economie en bedrijfseconomie,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
101,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6202,56989,,Farmaceutische Wetenschappen,B Farmaceutische Wetenschappen,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
102,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5842,56081,,Filosofie,B Filosofie,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0071""]"
103,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5842,56081,,Filosofie,"B Filosofie (deeltijd, Nederlands)",DEELTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0071""]"
104,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5909,56551,,Geneeskunde,B Geneeskunde,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
105,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5821,56034,,Geschiedenis,B Geschiedenis,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
106,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5702,50509,,Gezondheid en Leven,B Gezondheid en Leven,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
107,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5914,56553,,Gezondheidswetenschappen,B Gezondheidswetenschappen,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
108,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5808,56003,,Griekse en Latijnse Taal en Cultuur,B Griekse en Latijnse Taal en Cultuur,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
109,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5772,50952,,International Business Administration,B International Business Administration,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
110,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6241,59334,,Law in Society,B Law in Society,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
111,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5802,55823,,Literatuur en Samenleving,B Literatuur en Samenleving,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
112,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6232,59322,,Mathematics,B Mathematics,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0082""]"
113,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6232,59322,,Mathematics,B Mathematics (deeltijd),DEELTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0082""]"
114,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5801,55822,,"Media, Kunst, Design en Architectuur","B Media, Kunst, Design en Architectuur",VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
115,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5745,50800,,Medische Natuurwetenschappen,B Medische Natuurwetenschappen,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
116,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O6070,56828,,Notarieel Recht,B Notarieel recht,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
117,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5983,56704,,Oudheidwetenschappen,B Oudheidwetenschappen,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
118,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5948,56607,,Pedagogische Wetenschappen,B Pedagogische wetenschappen,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
119,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5779,54999,,"Philosophy, Politics and Economics","B Philosophy, Politics and Economics",VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
120,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5941,56606,,Politicologie,B Political Science,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0074""]"
121,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5941,56606,,Politicologie,B Politicologie,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0074""]"
122,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5935,56604,,Psychologie,B Psychologie,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
123,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5730,50700,,Rechtsgeleerdheid,B Rechtsgeleerdheid,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
124,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5723,50670,,"Science, Business & Innovation","B Science, Business & Innovation",VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
125,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5925,56601,,Sociologie,B Sociologie,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
126,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5917,56560,,Tandheelkunde,B Tandheelkunde,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
127,107B482,Het College van Bestuur van de Vrije Universiteit,111A136,VU - Vrije Universiteit Amsterdam,OPLEIDING,1001O5760,50910,,Theologie en Religiewetenschappen,"B Theology and Religious Studies (deeltijd, Nederlands)",DEELTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
128,107B482,Het College van Bestuur van de Vrije Universiteit,113A697,Universiteit van Amsterdam,OPLEIDING,1001O5782,55002,,Liberal Arts and Sciences (joint degree),Liberal Arts and Sciences - joint degree UvA-VU,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",true,"[""rc-0012""]"
129,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5622,50004,,Cultuurwetenschappen,BA Cultuurwetenschappen,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",true,"[""rc-0065""]"
130,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5913,56553,,Gezondheidswetenschappen,BA Gezondheidswetenschappen,DEELTIJD | VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""provider_differs_from_board""]",true,"[""rc-0072""]"
131,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5622,50004,,Cultuurwetenschappen,Bachelor Arts and Culture,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",true,"[""rc-0065""]"
132,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O6205,56990,,Biomedische Wetenschappen,Bachelor Biomedische Wetenschappen,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
133,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O8867,59347,,Brain Science,Bachelor Brain Science,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
134,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O6108,56856,,Business Analytics,Bachelor Business Analytics,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
135,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5744,50769,,Business Engineering,Bachelor Business Engineering,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
136,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5622,50004,,Cultuurwetenschappen,Bachelor Cultuurwetenschappen,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",true,"[""rc-0065""]"
137,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O6244,59337,,Digital Society,Bachelor Digital Society,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
138,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O6078,56833,,Econometrie en Operationele Research,Bachelor Econometrics and Operations Research,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
139,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5764,50950,,Economie en Bedrijfseconomie,Bachelor Economics and Business Economics,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""multi_offering_administrative_only_candidate"",""multiple_offerings"",""multiple_websites"",""provider_differs_from_board""]",false,[]
140,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5639,50017,,European Law School,Bachelor European Law School,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",true,"[""rc-0066""]"
141,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5639,50017,,European Law School,Bachelor European Law School (Regular Track),VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",true,"[""rc-0066""]"
142,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5673,50296,,European Public Health,Bachelor European Public Health,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
143,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5829,56051,,Europese Studies,Bachelor European Studies,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
144,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O6064,56827,,Fiscaal Recht,Bachelor Fiscaal Recht,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
145,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5886,56402,,Fiscale Economie,Bachelor Fiscal Economics,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
146,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5907,56551,,Geneeskunde,Bachelor Geneeskunde,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
147,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5913,56553,,Gezondheidswetenschappen,Bachelor Gezondheidswetenschappen,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",true,"[""rc-0072""]"
148,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O6246,59339,,Global Studies,Bachelor Global Studies,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
149,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5643,50019,,International Business,Bachelor International Business,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
150,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5683,50393,,Liberal Arts and Sciences,Bachelor Liberal Arts and Sciences / University College Maastricht,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",true,"[""rc-0068""]"
151,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5683,50393,,Liberal Arts and Sciences,Bachelor Liberal Arts and Sciences / University College Venlo,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",true,"[""rc-0068""]"
152,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O6248,59341,,Circular Engineering,Bachelor of Science in Circular Engineering,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
153,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O8805,50426,,Computer Science,Bachelor of Science in Computer Science,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
154,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5675,50300,,Data Science and Artificial Intelligence,Bachelor of Science in Data Science and Artificial Intelligence,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
155,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5933,56604,,Psychologie,Bachelor Psychologie,VOLTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",true,"[""rc-0073""]"
156,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5933,56604,,Psychologie,Bachelor Psychology English track,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",true,"[""rc-0073""]"
157,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5728,50700,,Rechtsgeleerdheid,Bachelor Rechtsgeleerdheid,VOLTIJD,ENG | NLD,180,,,,"[""canonical_name_alias_present"",""multi_offering_identity_sensitive"",""multiple_languages"",""multiple_offerings"",""multiple_websites"",""provider_differs_from_board""]",true,"[""rc-0013""]"
158,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O8844,59346,,Regenerative Medicine and Technology,Bachelor Regenerative Medicine and Technology,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
159,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1016O2305,50478,,Sustainable Bioscience,Bachelor Sustainable Bioscience,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
160,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1016O2836,55031,,Urban Sustainability Studies (joint degree),Bachelor Urban Sustainability Studies,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",true,"[""rc-0014""]"
161,107B471,Maastricht University,113A920,Universiteit Maastricht,OPLEIDING,1001O5683,50393,,Liberal Arts and Sciences,Liberal Arts and Sciences / Maastricht Science Programme,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",true,"[""rc-0068""]"
162,107B497,Open Universiteit Nederland,111A359,Open Universiteit,OPLEIDING,1001O6047,56823,,Algemene Cultuurwetenschappen,Bachelor Algemene Cultuurwetenschappen,DEELTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
163,107B497,Open Universiteit Nederland,111A359,Open Universiteit,OPLEIDING,1001O5716,50645,,Bedrijfskunde,Bachelor Bedrijfskunde,DEELTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
164,107B497,Open Universiteit Nederland,111A359,Open Universiteit,OPLEIDING,1001O6175,56978,,Informatica,Bachelor Informatica,DEELTIJD,,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",true,"[""rc-0015""]"
165,107B497,Open Universiteit Nederland,111A359,Open Universiteit,OPLEIDING,1001O6101,56842,,Informatiekunde,Bachelor Informatiekunde,DEELTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
166,107B497,Open Universiteit Nederland,111A359,Open Universiteit,OPLEIDING,1001O6200,56988,,Milieu-natuurwetenschappen,Bachelor Milieu-natuurwetenschappen,DEELTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
167,107B497,Open Universiteit Nederland,111A359,Open Universiteit,OPLEIDING,1001O5938,56604,,Psychologie,Bachelor Psychologie,DEELTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
168,107B497,Open Universiteit Nederland,111A359,Open Universiteit,OPLEIDING,1001O5733,50700,,Rechtsgeleerdheid,Bachelor Rechtsgeleerdheid,DEELTIJD,NLD,180,,,,"[""canonical_name_alias_present"",""provider_differs_from_board""]",false,[]
169,107B461,Protestantse Theologische Universiteit (PThU),113A908,Protestantse Theologische Universiteit,OPLEIDING,1016O1755,56109,,Theologie,,VOLTIJD,,180,,,,"[""missing_website"",""provider_differs_from_board""]",true,"[""rc-0016""]"
170,107B461,Protestantse Theologische Universiteit (PThU),113A908,Protestantse Theologische Universiteit,OPLEIDING,1001O5786,55004,,Theologie (joint degree),,DEELTIJD | VOLTIJD,,180,2029-09-01,2029-09-01,,"[""lifecycle_marker"",""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""provider_differs_from_board""]",true,"[""rc-0017"",""rc-0018"",""rc-0019""]"
171,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5705,50623,,American Studies,American Studies,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
172,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5979,56703,,Archeologie,Archeologie,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
173,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5711,50645,,Bedrijfskunde,Bedrijfskunde,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
174,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6134,56950,,Bewegingswetenschappen,Bewegingswetenschappen,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
175,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6118,56860,,Biologie,Biologie,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
176,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5871,56226,,Biomedische Technologie,Biomedische Technologie,VOLTIJD,ENG,180,,,,"[""duplicate_duo_rows"",""missing_website"",""raw_field_conflict""]",false,[]
177,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,VARIANT,1016O0160,,57084,Cognitiewetenschappen,Cognitiewetenschappen,DEELTIJD | VOLTIJD,ENG,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""variant_record""]",false,[]
178,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6056,56826,,Communicatie- en Informatiewetenschappen,Communicatie- en Informatiewetenschappen,VOLTIJD,ENG | NLD,180,,,,"[""missing_website"",""multi_offering_identity_sensitive"",""multiple_languages"",""multiple_offerings""]",true,"[""rc-0020""]"
