source_excel_row,ONDERWIJSBESTUURID,ONDERWIJSBESTUUR_NAAM,ONDERWIJSAANBIEDERID,ONDERWIJSAANBIEDER_NAAM,SOORT,OPLEIDINGSEENHEIDCODE,ERKENDEOPLEIDINGSCODE,VARIANT_VAN,NAAM_LANG,EIGENNAAM,VORM,VOERTAAL,STUDIELAST,EINDDATUM,AANGEBODEN_OPLEIDING_EINDDATUM,LAATSTE_INSTROOMDATUM,flag_codes_json,needs_resolution,resolution_case_ids_json
179,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O8744,50982,,Data Science and Society,Data Science and Society,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
180,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6076,56833,,Econometrie en Operationele Research,Econometrie en Operationele Research,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
181,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5761,50950,,Economie en Bedrijfseconomie,Economie en Bedrijfseconomie,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
182,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,VARIANT,1016O0156,,57084,Economische en Sociale Wetenschappen,Economische en Sociale Wetenschappen,DEELTIJD | VOLTIJD,ENG,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""variant_record""]",false,[]
183,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5670,50290,,English Language and Culture,English Language and Culture,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
184,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5866,56124,,Europese Talen en Culturen,Europese Talen en Culturen,VOLTIJD,ENG | NLD,180,,,,"[""missing_website"",""multi_offering_identity_sensitive"",""multiple_languages"",""multiple_offerings""]",true,"[""rc-0021""]"
185,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5867,56157,,Farmacie,Farmacie,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
186,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5838,56081,,Filosofie,Filosofie,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",false,[]
187,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,VARIANT,1016O3611,,50479,Friese Taal en Cultuur,Friese Taal en Cultuur,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
188,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5904,56551,,Geneeskunde,Geneeskunde,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
189,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5817,56034,,Geschiedenis,Geschiedenis,DEELTIJD | VOLTIJD,ENG | NLD,180,,,,"[""missing_website"",""multi_offering_identity_sensitive"",""multiple_languages"",""multiple_modes"",""multiple_offerings""]",true,"[""rc-0022""]"
190,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,VARIANT,1016O0157,,57084,Geschiedwetenschap,Geschiedwetenschap,DEELTIJD | VOLTIJD,ENG,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""variant_record""]",false,[]
191,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6236,59327,,Global Responsibility and Leadership,Global Responsibility and Leadership,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
192,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5806,56003,,Griekse en Latijnse Taal en Cultuur,Griekse en Latijnse Taal en Cultuur,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",false,[]
193,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5774,50974,,Human Geography and Planning,Human Geography and Planning,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
194,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6170,56978,,Informatica,Informatica,VOLTIJD,ENG,180,,,,"[""duplicate_duo_rows"",""missing_website"",""raw_field_conflict""]",false,[]
195,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6095,56842,,Informatiekunde,Informatiekunde,VOLTIJD,NLD,180,,2030-09-01,2027-09-01,"[""lifecycle_marker"",""missing_website""]",true,"[""rc-0023""]"
196,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6072,56829,,International and European Law,International and European Law,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
197,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5642,50019,,International Business,International Business,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
198,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5706,50627,,Internationale Betrekkingen en Internationale Organisatie,Internationale Betrekkingen en Internationale Organisatie,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
199,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,VARIANT,1016O0159,,57084,Kunst- en Cultuurwetenschappen,Kunst- en Cultuurwetenschappen,DEELTIJD | VOLTIJD,ENG,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""variant_record""]",false,[]
200,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5707,50629,,"Kunsten, Cultuur en Media","Kunsten, Cultuur en Media",VOLTIJD,ENG | NLD,180,,,,"[""missing_website"",""multi_offering_identity_sensitive"",""multiple_languages"",""multiple_offerings""]",true,"[""rc-0024""]"
201,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6049,56824,,Kunstgeschiedenis,Kunstgeschiedenis,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
202,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6182,56981,,Kunstmatige Intelligentie,Kunstmatige Intelligentie,VOLTIJD,ENG,180,,,,"[""duplicate_duo_rows"",""missing_website"",""raw_field_conflict""]",false,[]
203,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,VARIANT,1016O0161,,57084,Levenswetenschappen,Levenswetenschappen,DEELTIJD | VOLTIJD,ENG,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""variant_record""]",false,[]
204,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5680,50393,,Liberal Arts and Sciences,Liberal Arts and Sciences,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
205,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5878,56286,,Life Science and Technology,Life Science and Technology,VOLTIJD,ENG,180,,,,"[""duplicate_duo_rows"",""missing_website"",""raw_field_conflict""]",false,[]
206,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5757,50906,,Media en Cultuur,Media en Cultuur,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
207,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5847,56098,,Midden-Oostenstudies,Midden-Oostenstudies,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
208,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5810,56012,,Minorities & Multilingualism,Minorities & Multilingualism,DEELTIJD | VOLTIJD,ENG,180,2031-09-01,2031-09-01 | 2030-09-01,2026-09-01,"[""lifecycle_marker"",""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",true,"[""rc-0025""]"
209,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5666,50206,,Natuurkunde,Natuurkunde,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
210,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,VARIANT,1016O0158,,57084,Natuurwetenschappen,Natuurwetenschappen,DEELTIJD | VOLTIJD,ENG,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""variant_record""]",false,[]
211,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5999,56804,,Nederlandse Taal en Cultuur,Nederlandse Taal en Cultuur,VOLTIJD,NLD,180,2026-09-01,2026-09-01,,"[""lifecycle_marker"",""missing_website""]",true,"[""rc-0026""]"
212,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,VARIANT,1016O3657,,50479,Nederlandse Taal en Cultuur,Nederlandse Taal en Cultuur,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
213,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1016O2817,50479,,Nederlandse Talen en Culturen,Nederlandse Talen en Culturen,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
214,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5944,56607,,Pedagogische Wetenschappen,Pedagogische Wetenschappen,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
215,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,VARIANT,1016O0162,,57084,Politieke Wetenschappen,Politieke Wetenschappen,DEELTIJD | VOLTIJD,ENG,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""variant_record""]",false,[]
216,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5929,56604,,Psychologie,Psychologie,VOLTIJD,ENG | NLD,180,,,,"[""missing_website"",""multi_offering_identity_sensitive"",""multiple_languages"",""multiple_offerings""]",true,"[""rc-0027""]"
217,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5725,50700,,Rechtsgeleerdheid,Rechtsgeleerdheid,VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_identity_sensitive"",""multiple_locations"",""multiple_offerings""]",true,"[""rc-0028""]"
218,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5751,50902,,Religiewetenschappen,Religiewetenschappen,VOLTIJD,ENG | NLD,180,,,,"[""missing_website"",""multi_offering_identity_sensitive"",""multiple_languages"",""multiple_offerings""]",true,"[""rc-0029""]"
219,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6112,56857,,Scheikunde,Scheikunde,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
220,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6149,56960,,Scheikundige Technologie,Scheikundige Technologie,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
221,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5921,56601,,Sociologie,Sociologie,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
222,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5869,56194,,Spatial Planning and Design,Spatial Planning and Design,VOLTIJD,ENG,180,,,,"[""duplicate_duo_rows"",""missing_website"",""raw_field_conflict""]",false,[]
223,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5664,50205,,Sterrenkunde,Sterrenkunde,VOLTIJD,ENG,180,,,,"[""duplicate_duo_rows"",""missing_website"",""raw_field_conflict""]",false,[]
224,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5993,56803,,Taalwetenschap,Taalwetenschap,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
225,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5915,56560,,Tandheelkunde,Tandheelkunde,VOLTIJD,NLD,180,,,,"[""missing_website""]",false,[]
226,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6210,56994,,Technische Bedrijfskunde,Technische Bedrijfskunde,VOLTIJD,ENG,180,,,,"[""duplicate_duo_rows"",""missing_website"",""raw_field_conflict""]",false,[]
227,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6152,56962,,Technische Natuurkunde,Technische Natuurkunde,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
228,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6160,56965,,Technische Wiskunde,Technische Wiskunde,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
229,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O5855,56109,,Theologie,Theologie,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings""]",false,[]
230,107B448,Rijksuniversiteit Groningen,113A748,Rijksuniversiteit Groningen,OPLEIDING,1001O6177,56980,,Wiskunde,Wiskunde,VOLTIJD,ENG,180,,,,"[""missing_website""]",false,[]
231,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,OPLEIDING,1001O6046,56823,,Algemene Cultuurwetenschappen,Algemene Cultuurwetenschappen,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""provider_differs_from_board""]",false,[]
232,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O1090,,,B Bedrijfskunde,B Bedrijfskunde,VOLTIJD,NLD,,,,,"[""missing_website"",""provider_differs_from_board"",""variant_record""]",true,"[""rc-0030""]"
233,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O0554,,56627,B Bestuurskunde,B Bestuurskunde,VOLTIJD,NLD,180,,,,"[""missing_website"",""provider_differs_from_board"",""variant_record""]",false,[]
234,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O0543,,50754,B Organisatie- en Managementwetenschappen,B Organisatie- en Managementwetenschappen,VOLTIJD,NLD,180,,,,"[""missing_website"",""provider_differs_from_board"",""variant_record""]",false,[]
235,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O0544,,50754,B Organisatie- en Managementwetenschappen:GMSI (Engelstalig),B Organisatie- en Managementwetenschappen:GMSI (Engelstalig),VOLTIJD,ENG,180,,,,"[""missing_website"",""provider_differs_from_board"",""variant_record""]",false,[]
236,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O0545,,50755,B Personeelwetenschappen,B Personeelwetenschappen,VOLTIJD,NLD,180,,,,"[""missing_website"",""provider_differs_from_board"",""variant_record""]",false,[]
237,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O0546,,50755,B Personeelwetenschappen (HRS: People Management),B Personeelwetenschappen (HRS: People Management),VOLTIJD,ENG,180,,,,"[""missing_website"",""provider_differs_from_board"",""variant_record""]",false,[]
238,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O0440,,56604,B Psychologie (Engelstalig),B Psychologie (Engelstalig),VOLTIJD,ENG,180,,,,"[""missing_website"",""provider_differs_from_board"",""variant_record""]",false,[]
239,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O0439,,56604,B Psychologie (Nederlandstalig),B Psychologie (Nederlandstalig),VOLTIJD,NLD,180,,,,"[""missing_website"",""provider_differs_from_board"",""variant_record""]",false,[]
240,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O1091,,56627,B Public Governance,B Public Governance,VOLTIJD,ENG,180,,,,"[""missing_website"",""provider_differs_from_board"",""variant_record""]",false,[]
241,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O0539,,50700,B Rechtsgeleerdheid,B Rechtsgeleerdheid,VOLTIJD,NLD,180,,,,"[""missing_website"",""provider_differs_from_board"",""variant_record""]",false,[]
242,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O0540,,50700,B Rechtsgeleerdheid: Specialisatie Ondernemingsrecht,B Rechtsgeleerdheid: Specialisatie Ondernemingsrecht,VOLTIJD,NLD,180,,,,"[""missing_website"",""provider_differs_from_board"",""variant_record""]",false,[]
243,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O0553,,56601,B Sociologie,B Sociologie,VOLTIJD,NLD,180,,,,"[""missing_website"",""provider_differs_from_board"",""variant_record""]",false,[]
244,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,VARIANT,1016O1092,,56601,B Sociologie (International Sociology),B Sociologie (International Sociology),VOLTIJD,ENG,180,,,,"[""missing_website"",""provider_differs_from_board"",""variant_record""]",false,[]
245,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,OPLEIDING,1001O6245,59338,,Cognitive Science and Artificial Intelligence,Cognitive Science and Artificial Intelligence,VOLTIJD,ENG,180,,,,"[""missing_website"",""provider_differs_from_board""]",false,[]
246,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,OPLEIDING,1001O6060,56826,,Communicatie- en Informatiewetenschappen,Communicatie- en Informatiewetenschappen,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""provider_differs_from_board""]",false,[]
247,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,OPLEIDING,1016O1094,,,B Data Science (joint degree),Data Science,VOLTIJD,ENG,,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0031"",""rc-0032""]"
248,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,OPLEIDING,1001O6081,56833,,Econometrie en Operationele Research,Econometrie en Operationele Research,VOLTIJD,ENG,180,,,,"[""missing_website"",""provider_differs_from_board""]",false,[]
249,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,OPLEIDING,1001O5883,56401,,Economie,Economics,VOLTIJD,ENG,180,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",false,[]
250,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,OPLEIDING,1001O5767,50950,,Economie en Bedrijfseconomie,Economie en Bedrijfseconomie,VOLTIJD,NLD,180,,,,"[""missing_website"",""provider_differs_from_board""]",false,[]
251,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,OPLEIDING,1001O6247,59340,,Entrepreneurship and Business Innovation,Entrepreneurship and Business Innovation,VOLTIJD,ENG,180,,,,"[""missing_website"",""provider_differs_from_board""]",false,[]
252,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,OPLEIDING,1001O5844,56081,,Filosofie,Filosofie,DEELTIJD | VOLTIJD,NLD,180,,,,"[""missing_website"",""multi_offering_administrative_only_candidate"",""multiple_modes"",""multiple_offerings"",""provider_differs_from_board""]",false,[]
253,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,OPLEIDING,1016O0438,,,B Fiscale Economie,Fiscale economie,VOLTIJD,NLD,,,,,"[""canonical_name_alias_present"",""missing_website"",""provider_differs_from_board""]",true,"[""rc-0033""]"
254,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,OPLEIDING,1001O5902,56475,,Global Law,Global Law,VOLTIJD,ENG,180,,,,"[""missing_website"",""provider_differs_from_board""]",false,[]
255,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,OPLEIDING,1001O5773,50952,,International Business Administration,International Business Administration,VOLTIJD,ENG,180,,,,"[""missing_website"",""provider_differs_from_board""]",false,[]
256,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,OPLEIDING,1001O5686,50393,,Liberal Arts and Sciences,Liberal Arts and Sciences,VOLTIJD,ENG,180,,,,"[""missing_website"",""provider_differs_from_board""]",false,[]
257,107B481,Stichting Katholieke Universiteit Brabant,112A446,Tilburg University,OPLEIDING,1001O5858,56109,,Theologie,Theologie,DEELTIJD | VOLTIJD,ENG,180,,,,"[""missing_website"",""multi_offering_identity_sensitive"",""multiple_locations"",""multiple_modes"",""multiple_offerings"",""provider_differs_from_board""]",true,"[""rc-0034""]"
258,107B544,Stichting Universiteit voor Humanistiek,109A997,Universiteit voor Humanistiek,OPLEIDING,1001O5853,56105,,Humanistiek,Humanistiek,VOLTIJD,NLD,180,,,,"[""missing_website"",""provider_differs_from_board""]",false,[]
259,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O6835,,56951,Bachelor Bouwkunde,Bachelor Bouwkunde,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
260,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O6933,,56952,Bachelor Civiele Techniek,Bachelor Civiele Techniek,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
261,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O6940,,56953,Bachelor Electrical Engineering,Bachelor Electrical Engineering,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
262,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O7236,,56955,Bachelor Industrieel Ontwerpen,Bachelor Industrieel Ontwerpen,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
263,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O7390,,55007,Bachelor Klinische Technologie,Bachelor Klinische Technologie,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
264,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O7388,,55010,Bachelor Life Science and Technology,Bachelor Life Science and Technology,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
265,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O7235,,56956,Bachelor Luchtvaart- en Ruimtevaarttechniek,Bachelor Luchtvaart- en Ruimtevaarttechniek,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
266,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O7234,,56957,Bachelor Maritieme Techniek,Bachelor Maritieme Techniek,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
267,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O7391,,55003,Bachelor Nanobiologie,Bachelor Nanobiologie,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
268,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O7233,,56959,Bachelor Technische Aardwetenschappen,Bachelor Technische Aardwetenschappen,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
269,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O7228,,56995,Bachelor Technische Bestuurskunde,Bachelor Technische Bestuurskunde,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
270,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O7231,,56964,Bachelor Technische Informatica,Bachelor Technische Informatica,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
271,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O7241,,56962,Bachelor Technische Natuurkunde,Bachelor Technische Natuurkunde,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
272,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O7230,,56965,Bachelor Technische Wiskunde,Bachelor Technische Wiskunde,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
273,107B605,Technische Universiteit Delft,111A562,Technische Universiteit Delft,VARIANT,1015O7229,,56966,Bachelor Werktuigbouwkunde,Bachelor Werktuigbouwkunde,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
274,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6277,,56953,Automotive Technology,Automotive Technology,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
275,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6204,,56226,Biomedische Technologie,Biomedische Technologie,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
276,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6209,,56951,Bouwkunde,Bouwkunde,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
277,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6287,,56964,Computer Science and Engineering,Computer Science and Engineering,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
278,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6359,,55018,Data Science,Data Science,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",true,"[""rc-0035""]"
279,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6278,,56953,Electrical Engineering,Electrical Engineering,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
280,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O5087,,50441,Industrial Design,Industrial Design,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
281,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1016O3578,,,Mechanical Engineering,Mechanical Engineering,VOLTIJD,NLD,,,,,"[""missing_website"",""variant_record""]",true,"[""rc-0036""]"
282,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6205,,56226,Medische Wetenschappen en Technologie,Medische Wetenschappen en Technologie,VOLTIJD,NLD,180,,,,"[""missing_website"",""variant_record""]",false,[]
283,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O5091,,55824,Psychology & Technology,Psychology & Technology,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
284,107B450,Technische Universiteit Eindhoven,114A734,Technische Universiteit Eindhoven,VARIANT,1015O6280,,56960,Scheikundige Technologie,Scheikundige Technologie,VOLTIJD,ENG,180,,,,"[""missing_website"",""variant_record""]",false,[]
